genome_name	ncbi_acc
PRJNA362212_0639	GCA_003645915.1
PRJNA362212_0640	GCA_003645925.1
PRJNA362212_0641	GCA_003650235.1
PRJNA362212_0642	GCA_003644785.1
PRJNA362212_0643	GCA_003644775.1
PRJNA362212_0644	GCA_003644765.1
PRJNA362212_0645	GCA_003644825.1
PRJNA362212_0646	GCA_002049825.1
PRJNA362212_0647	GCA_002085035.1
PRJNA362212_0648	GCA_002085355.1
PRJNA362212_0649	GCA_002084535.1
PRJNA362212_0650	GCA_003647645.1
PRJNA362212_0651	GCA_003644055.1
PRJNA362212_0652	GCA_003641665.1
PRJNA362212_0653	GCA_003645615.1
PRJNA362212_0654	GCA_002049785.1
PRJNA362212_0655	GCA_003641415.1
PRJNA362212_0656	GCA_003641405.1
PRJNA362212_0657	GCA_003641345.1
PRJNA362212_0658	GCA_003641365.1
PRJNA362212_0659	GCA_003641355.1
PRJNA362212_0660	GCA_003641425.1
PRJNA362212_0661	GCA_002085385.1
