genome_name	ncbi_acc
REP_0590	GCF_000277125.1
REP_0591	GCF_000157895.3
REP_5801	GCF_000195855.1
REP_0592	GCF_001583415.1
REP_5802	GCF_000015005.1
REP_5803	GCF_000195835.2
REP_5804	GCF_000195955.2
REP_0593	GCF_001632805.1
REP_0594	GCF_001722335.1
REP_0595	GCF_002101675.1
REP_0596	GCF_002086305.1
REP_0597	GCF_000723425.2
REP_0599	GCF_002116635.1
REP_0600	GCF_002101955.1
REP_0601	GCF_002102015.1
REP_0602	GCF_000613245.1
REP_0603	GCF_001049355.1
REP_0604	GCF_900078775.1
REP_0605	GCF_002101995.1
REP_0606	GCF_000317305.3
REP_0607	GCF_000234585.1
REP_0608	GCF_002102395.1
REP_0609	GCF_000266905.1
REP_0610	GCF_001907655.1
REP_0611	GCF_000184435.1
REP_0612	GCF_001044245.1
REP_0613	GCF_001655245.1
REP_0614	GCF_000739085.1
REP_0615	GCF_000308635.1
REP_0616	GCF_000308355.2
REP_0617	GCF_000760735.1
REP_0618	GCF_001620305.1
REP_0619	GCF_000454045.1
REP_0620	GCF_000062885.1
REP_0621	GCF_001552535.1
REP_0622	GCF_000960475.2
REP_0623	GCF_900142365.1
REP_0624	GCF_000371785.1
REP_0625	GCF_000023865.1
REP_0626	GCF_000058485.1
REP_0627	GCF_000025345.1
REP_0628	GCF_900115395.1
REP_0629	GCF_000429885.1
REP_0630	GCF_000284295.1
REP_0631	GCF_000785985.1
REP_0632	GCF_900091495.1
REP_0633	GCF_000719955.1
REP_0634	GCF_000719865.1
REP_0635	GCF_000725885.1
REP_0636	GCF_000827005.1
REP_0637	GCF_000745675.1
REP_0638	GCF_002082605.1
REP_0639	GCF_002154495.1
REP_0640	GCF_001693675.1
REP_5805	GCF_000203835.1
REP_0641	GCF_000761215.1
REP_0642	GCF_000010605.1
REP_0643	GCF_001685355.1
REP_0644	GCF_001418655.1
REP_0645	GCF_000717285.1
REP_0646	GCF_002155895.1
REP_0647	GCF_000091305.1
REP_0648	GCF_002155915.1
REP_0649	GCF_000158955.1
REP_0650	GCF_002192455.1
REP_0651	GCF_001418585.1
REP_0652	GCF_000384175.1
REP_0653	GCF_000720455.1
REP_0654	GCF_001514115.1
REP_0655	GCF_001704275.1
REP_0656	GCF_000381885.1
REP_0657	GCF_900115095.1
REP_0658	GCF_000721275.1
REP_0659	GCF_001570385.1
REP_0660	GCF_000024865.1
REP_0661	GCF_000721075.1
REP_0662	GCF_000092645.1
REP_0663	GCF_000092985.1
REP_0664	GCF_900129375.1
REP_0665	GCF_000024385.1
REP_0666	GCF_000012405.1
REP_0667	GCF_001294365.1
REP_0668	GCF_900176515.1
REP_0669	GCF_000202635.1
REP_0670	GCF_000349565.1
REP_0671	GCF_000007485.1
REP_0672	GCF_001509405.1
REP_0673	GCF_000785495.1
REP_0674	GCF_000164695.2
REP_0675	GCF_000196535.1
REP_0676	GCF_000160615.1
REP_0677	GCF_000024785.1
REP_0678	GCF_001698225.1
REP_0679	GCF_000024985.1
REP_0680	GCF_000092225.1
REP_0681	GCF_000269985.1
REP_0682	GCF_000717175.1
REP_0683	GCF_001902615.1
REP_0684	GCF_002119215.1
REP_0685	GCF_001547975.1
REP_0686	GCF_000012765.1
REP_0687	GCF_000092585.1
