genome_name	ncbi_acc
PRJNA288027_0501	GCA_001777785.1
PRJNA288027_0502	GCA_001780145.1
PRJNA288027_0503	GCA_001777875.1
PRJNA288027_0504	GCA_001777855.1
PRJNA288027_0505	GCA_001777935.1
PRJNA288027_0506	GCA_001777895.1
PRJNA288027_0507	GCA_001777945.1
PRJNA288027_0508	GCA_001777915.1
PRJNA288027_0509	GCA_001781595.1
PRJNA288027_0510	GCA_001780135.1
PRJNA288027_0511	GCA_001780165.1
PRJNA288027_0512	GCA_001777975.1
PRJNA288027_0513	GCA_001780195.1
PRJNA288027_0514	GCA_001780215.1
PRJNA288027_0515	GCA_001778005.1
PRJNA288027_0516	GCA_001777995.1
PRJNA288027_0517	GCA_001778015.1
PRJNA288027_0518	GCA_001780235.1
PRJNA288027_0519	GCA_001778055.1
PRJNA288027_0520	GCA_001778075.1
PRJNA288027_0521	GCA_001778095.1
PRJNA288027_0522	GCA_001780275.1
PRJNA288027_0523	GCA_001778085.1
PRJNA288027_0524	GCA_001778135.1
PRJNA288027_0525	GCA_001778155.1
PRJNA288027_0526	GCA_001778195.1
PRJNA288027_0527	GCA_001778165.1
PRJNA288027_0528	GCA_001780255.1
PRJNA288027_0529	GCA_001778205.1
PRJNA288027_0530	GCA_001778235.1
PRJNA288027_0531	GCA_001778255.1
PRJNA288027_0532	GCA_001778285.1
PRJNA288027_0533	GCA_001778275.1
PRJNA288027_0534	GCA_001780285.1
PRJNA288027_0535	GCA_001778325.1
PRJNA288027_0536	GCA_001780315.1
PRJNA288027_0537	GCA_001780335.1
PRJNA288027_0538	GCA_001778315.1
PRJNA288027_0539	GCA_001778355.1
PRJNA288027_0540	GCA_001780375.1
PRJNA288027_0541	GCA_001778375.1
PRJNA288027_0542	GCA_001780345.1
PRJNA288027_0543	GCA_001780385.1
PRJNA288027_0544	GCA_001800985.1
PRJNA288027_0545	GCA_002243285.1
PRJNA288027_0546	GCA_001778455.1
PRJNA288027_0547	GCA_001778395.1
PRJNA288027_0548	GCA_001778415.1
PRJNA288027_0549	GCA_001780415.1
PRJNA288027_0550	GCA_001778435.1
PRJNA288027_0551	GCA_001780425.1
PRJNA288027_0552	GCA_001778465.1
PRJNA288027_0553	GCA_001778495.1
PRJNA288027_0554	GCA_001780445.1
PRJNA288027_0555	GCA_001778535.1
PRJNA288027_0556	GCA_001778515.1
PRJNA288027_0557	GCA_001778555.1
PRJNA288027_0558	GCA_001778545.1
PRJNA288027_0559	GCA_001780475.1
PRJNA288027_0560	GCA_001778595.1
PRJNA288027_0561	GCA_001780495.1
PRJNA288027_0562	GCA_001778615.1
PRJNA288027_0563	GCA_001778635.1
PRJNA288027_0564	GCA_001778655.1
PRJNA288027_0565	GCA_001780515.1
PRJNA288027_0566	GCA_001778665.1
PRJNA288027_0567	GCA_001780535.1
PRJNA288027_0568	GCA_001780555.1
PRJNA288027_0569	GCA_001778695.1
PRJNA288027_0570	GCA_001778705.1
PRJNA288027_0571	GCA_001780565.1
PRJNA288027_0572	GCA_001780605.1
PRJNA288027_0573	GCA_001780595.1
PRJNA288027_0574	GCA_001780635.1
PRJNA288027_0575	GCA_001778735.1
PRJNA288027_0576	GCA_001780645.1
PRJNA288027_0577	GCA_001778755.1
PRJNA288027_0578	GCA_001780695.1
PRJNA288027_0579	GCA_001778785.1
PRJNA288027_0580	GCA_001780675.1
PRJNA288027_0581	GCA_001778775.1
PRJNA288027_0582	GCA_001778815.1
PRJNA288027_0583	GCA_001778855.1
PRJNA288027_0584	GCA_001778835.1
PRJNA288027_0585	GCA_001778875.1
PRJNA288027_0586	GCA_001780705.1
PRJNA288027_0587	GCA_001780725.1
PRJNA288027_0588	GCA_001780755.1
PRJNA288027_0589	GCA_001780775.1
PRJNA288027_0590	GCA_001778885.1
PRJNA288027_0591	GCA_001778905.1
PRJNA288027_0592	GCA_001778935.1
PRJNA288027_0593	GCA_001778955.1
PRJNA288027_0594	GCA_001778975.1
PRJNA288027_0595	GCA_001778985.1
PRJNA288027_0596	GCA_001780805.1
PRJNA288027_0597	GCA_001780795.1
PRJNA288027_0598	GCA_001780825.1
PRJNA288027_0599	GCA_001779015.1
PRJNA288027_0600	GCA_001779035.1
PRJNA288027_0601	GCA_001779055.1
PRJNA288027_0602	GCA_001780855.1
PRJNA288027_0603	GCA_001779065.1
PRJNA288027_0604	GCA_001779095.1
PRJNA288027_0605	GCA_001780865.1
PRJNA288027_0606	GCA_001779115.1
PRJNA288027_0607	GCA_001779145.1
PRJNA288027_0608	GCA_001779135.1
PRJNA288027_0609	GCA_001779175.1
PRJNA288027_0610	GCA_001780895.1
PRJNA288027_0611	GCA_001780905.1
PRJNA288027_0612	GCA_001779195.1
PRJNA288027_0613	GCA_001779205.1
PRJNA288027_0614	GCA_001779235.1
PRJNA288027_0615	GCA_001779255.1
PRJNA288027_0616	GCA_001779275.1
PRJNA288027_0617	GCA_001780935.1
PRJNA288027_0618	GCA_001780955.1
PRJNA288027_0619	GCA_001779265.1
PRJNA288027_0620	GCA_001780975.1
PRJNA288027_0621	GCA_001779315.1
PRJNA288027_0622	GCA_001780985.1
PRJNA288027_0623	GCA_001779345.1
PRJNA288027_0624	GCA_001779335.1
PRJNA288027_0625	GCA_001779375.1
PRJNA288027_0626	GCA_001781025.1
PRJNA288027_0627	GCA_001781015.1
PRJNA288027_0628	GCA_001779385.1
PRJNA288027_0629	GCA_001779415.1
PRJNA288027_0630	GCA_001779425.1
PRJNA288027_0631	GCA_001779455.1
PRJNA288027_0632	GCA_001781055.1
PRJNA288027_0633	GCA_001817875.1
PRJNA288027_0634	GCA_001818675.1
PRJNA288027_0635	GCA_001818695.1
PRJNA288027_0636	GCA_001817935.1
